recordid,title,author,place,year,language,subject,library,notes
8310,"Consideratien |wegens de commercien ende navigatie in de Oostzee, by de tegenwoordige conjuncturen wederom in haer oude vryheyt en fleur te herstellen.",NULL,NULL,1675,Dutch,"History (Scandinavia) , History (Netherlands) , Period documents , Economics",,
1.901E+13,"De Staten Generael der Vereenigde Nederlanden. [Ordonnantie, 12 April 1675.] Van wegen het invorderen van een per cento van alle de goederen komende uyt de Levant",NULL,[n.p.],1675,Dutch,Commerce Tariff,,
1.901E+13,"Formulier, waer naer ende volgens het welke den Heer resident tot Constantinopolen, consul tot Smirna, aengestelt, by de Hoog. Moog. Heeren Staten Generael der Vereenighde Nederlanden, en de gantsche Nederlandsche natie, in de Levant resideerende, respective haer sullen hebben te reguleeren, omtrent den ontfangh, en distributie van de Ambassaet en consulaet-rechten",NULL,[n.p.],1675,Dutch,Commerce Tariff,,
D5C589BV,Tafelen van 'tgeene elck ende een yegelyck van de Seven Vereenighde Provincien in een voorgegeven somme moet contribueren.,"Ferguson, Johan Jacob",,1675,Dutch,Economics,,
4RDIM2AK,"A brief deduction of the case depending between Marke Fletcher of Middleburg, merchant, and Iacob Pergens of Amsterdam",,,1676,Dutch,Economics,,
2DQ64T79,"CÄ_fferinghe. Tweede deel, handelende van verscheyde regulen der reken-konst, alle koop-lieden noodich te weten.","Bartjens, Willem",,1676,Dutch,Economics,,
1.901E+13,"Wissel-styl tot Amsterdam. Vervattende niet alleen het geene dat men gewoon, maar oock wat een voorsichtigh koopman, tot sijn securiteit, in de wissel-handel dienstigh en noodigh is, te observeren. Mitsgaders de ordonantien, willekeuren, en reglementen van wisselen tot Amsterdam, Rotterdam, Antwerpen, Hamburg/ Franckfurt/ Leipzig/ NÃ_rnberg / Augspurg/ Brewlauw/ Bologna, Bisenzone, Bolzano, en Lions. Als oock de ordonnances de Louis XIV. sur le commerce de negotians & marchands","Phoonsen, Johannes",t'Amsterdam,1676,Dutch,Commerce Foreign exchange,,
VCMRVCBB,,,,1676,Dutch,Economics,,
GZZHSPD7,[Voorwaarden met betrekking tot de oprichting van een beleggingsmaatschappÄ_ in Amsterdam,,,1677,Dutch,Economics,,
CATNW9NS,"Berichten en vertoogen, raackende het bestier van den omslagh van de wissel-banck tot Amsterdam.","Phoonsen, Johannes",,1677,Dutch,Economics,,
1.901E+13,"Europa tot slavin gemaeckt, soo Engelandt niet haer boeyen breeckt, uyt het Frans vertaelt","Cerdan, Jean-Paul, comte de",In de Waerheyt,1677,Dutch,Politics Europe,,
1.901E+13,"Historisch verhael en politique bedenckingen aengaende de bestieringe van staet- en oorloghs-saken, voor-gevallen onder de Bedieningen Van de Heeren Cornelis en Johan de Witt. Beginnende AÂ° 1653. en eyndigende in het Jaer 1672. met hunne doot. Waer in alles feer naeukeurigh en oprechtelijck is waer-genoomen",undefined,Amsterdam,1677,Dutch,Politics Netherlands,,
K4HI3JEH,Den coop-lieden handt-boeck.,"Buck, Pieter de",,1678,Dutch,Economics,,
D9HDTRXZ,"Een tractaet van avarien, dat is; Gemeyne contributie van de koopmanschappen ende goederen indien schepe bevonden.","Weytsen, Quintyn",,1678,Dutch,Economics,,
1.901E+13,Vreemde en aanmerkelijke voorzeggingen van,"Ussher, James",Uit het Engels vertaalt na de copye gedruckt tot Londen voor R.G,1678,Dutch,"Miscellaneous Ussher, James,",,
1.901E+13,"Acte van sijn Konincklijcke Majesteyt van Groot Brittannien, streckende tot de meeste securiteyt van desselfs persoon ende gouvernement, met de papisten inhabil te verklaren, om te sitten in eene van beyde de Huysen van't Parlement. Uyt het Engelsch vertaelt",NULL,'s Gravenhage,1679,Dutch,Politics England and Wales,,
8701,"Deductie, |vertoonende hoe dat aen de Geunieerde Provintien [...] considerabele sommen van penningen soude konnen werden toe-gebracht, sonder nieuwe schattingen in te voeren",NULL,"Utrecht, ",1679,Dutch,"History (Netherlands) , Period documents , Economics",,
1.901E+13,"Engelants verraed ontdeckt, bewesen uyt veel autentijcke brieven en bekentenisse, als van Oates, Bedlow, Prance, Koolman, en andere. Als mede de beschuldiging, en verantwoordinge van den grave van Danby, groot thesaurier van Engelandt, &c",undefined,[n.p.],1679,Dutch,"Politics Popish Plot, 1678",,
T8N4ZHUP,"t'Ghevoelen der doctoren in de H. godtheydt van Loven: wat kracht dat hebben de koninklijcke ordinantien, om te verbinden de conscientien, aengaende het stuck vande munte. Volghens de copye tot Loven. 1633",,,1679,Dutch,Economics,,
8745,"Deductie van een nieuvve admiraliteyts en commercie-collegie. In Colbergen, Coningsbergen ende Mummel [...] op te rechten.",Benjamin RauleÌÅe,"\'sGravenhage, ",1680,Dutch,"History (Germany, Central Europe) , History (Netherlands) , Period documents , Economics",,
1.901E+13,"Het tweede ootmoedigh address ... aen sijn Majesteyt, op ... den 21/31 December, 1680 ... Nevens de sententie tegens den Lord Visconte Stafford",NULL,Na de copy tot Londen,1680,Dutch,Politics Great Britain,,
1.901E+13,De lichtende koopmanns fackel en reductie van wisselen,"Sarfatti Pina, Yosua",Amsterdam,1681,Dutch,Finance Money,,
1.901E+13,"Een aenspraeck onlanghs gedaen door een pair van't Koninkrijck van Engelandt, de Graaf Shafbury. Den 27. December, 1680","Shaftesbury, Anthony Ashley Cooper, Earl of",Na de copy tot Londen,1681,Dutch,Politics Great Britain,,
2RBVDT9N,"Korte aenwysinge van de bysondere nuttigheden, die met reden te gemoet gesien kunnen worden, uyt de conservatie ende verbeteringe van de colonie van Suriname",,,1681,Dutch,Economics,,
1.901E+13,Tractaet van vrede ende vrundtschap. Gemaeckt ende gesloten tot Nymmegen den 2/12 October 1679 tusschen den Koningh van Sweden ... ende de Heeren Staten Generael der Vereenighde Nederlanden,NULL,'s Graven-hage,1681,Dutch,General Netherlands,,
4IKWRM5Z,"Uytgerekende tafelen in't gout en silver, gereduceert uyt marken troys, in marken fÄ_ns.","Out, Sieuwert Jansz",,1681,Dutch,Economics,,
1.901E+13,Verkondinge van het tractaet van vrede den 2/12 Octobris sestien hondert negen en tseventigh ... gesloten tot Nymegen tusschen den Koningh van Sweden ... ende de Staten General daer op weder-zydts ratificatien ... den 27 April/7 Mey sesthien hondert een en tachtich tot Stockholm ge-extradeert ende uytgewisselt zyn,NULL,'sGraven-hage,1681,Dutch,Commerce Netherlands,,
22FRA2XD,Wissel-styl tot Amsterdam.,,,1681,Dutch,Economics,,
XK9C8SMP,CÄ_ffer-boeck der Heylige Schrift. Over de gelden der Hebreen arithmetisch gereduceert op gelden in onsen lande en tÄ_dt gebruyckelÄ_ck.,"Neeff, Adriaan de",,1682,Dutch,Economics,,
E49W7WZA,De lichtende koopmans fackel en reductie van wisselen. = Soulagement pour les marchands.,"Pina, Yosua Sarfatti",,1682,Dutch,Economics,,
1.901E+13,"Extract uyt het register van de Willekeuren der stadt Amsterdam, getekent met de Letter Q",NULL,t'Amsterdam,1682,Dutch,Commerce Netherlands,,
4GK37D7Z,La suede redressÃ©e dans son veritable interest.,,,1682,Dutch,Economics,,
MBGVAFIF,"Liber de nummis. In quo antiqua pecunia Romana & GrÃ_ca metitur pretio ejus, quÃ_ nunc est in usu.","Selden, John",,1682,Dutch,Economics,,
1.901E+13,"Naukeurige en gedenkwaardige reysen van Edward Brown ... door Nederland, Duytsland, Hongaryen, Servien, Bulgarien, Macedonien, Thessalien, Oostenrijk, Stiermark, Carinthien, Carniole, en Friuli, enz","Brown, Edward",Amsterdami,1682,Dutch,General Europe,,
1.901E+13,Placaet,NULL,'sGravenhage,1682,Dutch,Commerce Maritime law,,
ERRH28D5,CÄ_ffer-boeck der Heylige Schrift. Over de gelden der Hebreen arithmetisch gereduceert op gelden in onsen lande en tÄ_dt gebruyckelÄ_ck.,"Neeff, Adriaan de",,1683,Dutch,Economics,,
1.901E+13,"De volmaakte koopman, zynde een naaukeurige onderrechting van alles wat den inlandschen en uitlandschen koophandel betreft ... Uit het fransch van den Heer Savary in't nederduitsch gebracht door G. van Broekhuizen","Savary, Jacques",t'Amsterdam,1683,Dutch,Commerce Business,,
1.901E+13,"Extract uyt de resolutien van de Heeren Staten van Hollandt ende West-Vrieslandt, in haer edele Groot Mog. Vergaderinge genomen op. Donderdagh den 20 July 1684",NULL,[n.p.],1684,Dutch,"Politics Prisoners, Transportation of",,
9146,"Missive van William Penn, eygenaar en gouverneur van Pennsylvania [...] aan de commissarissen van de vrye societeyt der handelaars op deselve provintie, binnen London residerende",William Penn (1644-1718),"Amsterdam, J. Claus ",1684,Dutch,"Period documents , History (America) , Economics",,
1.901E+13,"Ondersoek en ontdekking van de grouwzame moord begaan tegens den gewesen Grave van Essex ofte een bevryding van die edele heer van de schuld en schandvlek, van zig zelft te hebben omgebragt. Uyt het Engelsch vertaald","Ferguson, Robert",[n.p.],1684,Dutch,"Politics Essex, Arthur Capel,",,
1.901E+13,"Verhael van het geene voorgevallen is in verscheyde conversatien tusschen den Heer Ambassadeur van Vranckrijck in den Hage, ende de Heeren Gedeputeerden de Stade Amsterdam ... zedert den 24 December 1683 ... streckende tot verantwoordingh van dese Stadt","Geelvinck, J.",[n.p.],1684,Dutch,Politics Netherlands,,
E8BV9R76,"Ample deductie, continerende de justificatie van het goet reght, de generale geoctroyeerde West-Indische Compagnie competerende, tot den privativen handel op de goud-custe van Guinea jegens de Brandenburgse Africaense Compagnie",,,1685,Dutch,Economics,,
FFT59JK8,"Lacquasie-boekje vande wynen. Naer ordre gecalculeert, ende uytgerekent.","Persijn, Abraham",,1685,Dutch,Economics,,
9347,Oordeel over het lantroerig schrift van Jacobus Koelman genaemt Res judicata.,Jan Kost (17de E.),"Rotterdam, ",1685,Dutch,"History (Netherlands) , Economics",,
19014,Brief van de heeren gedelegeerde rechters,NULL,[1686],1686,Dutch,"History (Netherlands) , State publications , Period documents , Economics",,
86CEDASG,Het oude Dordrechts koren-boecxken,,,1686,Dutch,Economics,,
9U9Z79UR,"Intrest taferelen, uytgereekent tegens 3 1/8 gl. per cento voor d'ed. heeren dijckgraven van West-Vrieslandt.","Dam, A. J. van",,1686,Dutch,Economics,,
QZTFJSH8,"La source veritable de la dissette d'argent, oÃ_ la cause d'ou procede que l'argent s'enleve hors du Pays-Bas obeissant. TraittÃ© dans un dialogue entre un gentilhomme de Brabandt & un marchand de Flandres.","Teylingen, Frans van",,1686,Dutch,Economics,,
VBC4DBAX,"Tarif general & nouveau, des revenus publics.",,,1686,Dutch,Economics,,
78HF6W48,"Tractaet van avaryen, dat is: Gemeene contributie van de koopmanschappen en goederen in den schepe bevonden.","Weytsen, Quintyn",,1686,Dutch,Economics,,
1.901E+13,"Lyste ... waer op ende waer naer ontfangen ... sal worden een per cento ... op de indomende goederen, waren ende koopmanschappen",NULL,s'Graven-Hage,1687,Dutch,Finance Tariff,,
9493,Middelen en motiven om het kopen en verkopen van Oost- en West-indische actien [...] te beswaren met een impost.,Nicolaas Muys van Holy (ca1654-1717),(,1687,Dutch,"History (Netherlands) , Economics , Period documents",,
1.901E+13,"Nieuwe ende naedere gecorrigeerde lyste van de gemeene middelen die door ordre van de hooge ende mogende Heeren Staten Generael ... geheven sullen worden, van alle inkomende ofte uytgaende waren ende koopmanschappen ... aenvanckelijck met den eersten mey",NULL,Gravenhage,1687,Dutch,Finance Tariff,,
1.901E+13,Ontdekking van 't gevaar 't welk de gereformeerde in Engeland is boven 't hooft hangende,"Ferguson, Robert",Na de copy van Schotland,1687,Dutch,Politics Great Britain,,
9464,"Politiek discours, wegens de tegenwoordige toestant, aengaende de negotie, commercie, en de nieuwe admodiateur. Tusschen een politiek, Amsterdammer, en Rotterdammer",NULL,[1687],1687,Dutch,"Economics , History (Netherlands) , Period documents , Dialogues",,
9467,"Relaes |en contradictie op de motiven, om het koopen en verkoopen van Oost- en West-indise actien, die niet getransporteert werden, ende optie partyen te beswaeren met een impost by de heer Nicolaes Muys van Holy [...] onwetende voorgestelt",NULL,[1687],1687,Dutch,"History (Netherlands) , Economics , Period documents",,
2H4V5PGG,"Uytrekening van de goude en silvere munts waardye, inhout der maten en swaarte der gewigten, in de respective gewesten van IndiÃ«n",,,1687,Dutch,Economics,,
1.901E+13,Advysen uyt Engeland in dato den 30. November,undefined,s'Gravenhage,1688,Dutch,Politics Great Britain,,
1.901E+13,"Amnestie of algemeen pardon van Jacobus de II. Koning van Engelant, Schotlant, Vrankrijk en Ierland. Uytgegeeven op den 12 October, 1688",NULL,[n.p.],1688,Dutch,Politics Pardon,,
1.901E+13,"Brief van den eerwaerdigen Pater Peters, jesuit, aelmoessenier van den Koning van Engelant, geschreven aen den Eerwaerdigen vader La Chaize, biechtvader van den aller-Christelijksten Koning, nopende de tegenwoordige affaires van Engeland","Petre, Edward",[n.p.],1688,Dutch,Politics Great Britain,,
9577,"Consideratien rakende de consumtie der Fransse brandewijnen, die voor dato van het verbod in dese landen zijn ingebragt",NULL,[1688],1688,Dutch,"History (Netherlands) , Period documents , Economics",,
1.901E+13,"Consideratien van bewinthebberen van de generale geoctroyeerde West-Indische compagnie, op het advys van de heeren haer ed. gr. mog. commissarissen, op den 29th July 1688. in haer ed. gr. mog. vergaderinge in gebragt, concernerende de differenten tusschen de voorsz. deser landen West-Indische en Cheur-Brandenburgse Africaense compagnien",NULL,[n.p.],1688,Dutch,Miscellaneous West-Indische Compagnie (Netherlands),,
1.901E+13,"De aensprake van Sir George Treby, ridder, recorder van de achtbare stadt Londen, aen sign Hoogheydt den Prince van Orangie, den 30 December 1688","Treby, George, Sir",[Drucker tot Lodon],1688,Dutch,Politics William,,
1.901E+13,"De konincklycke echtscheyding, of binnenlantse oorlogh in het huysgesin van den groten Alcander",undefined,[n.p.],1688,Dutch,Politics France,,
1.901E+13,"Den Engelschen bokkum gebraden op een France rooster; en bestookt met helsch vyer, door Pater la Chaise en Vader Peters",undefined,Gedrukt tot London,1688,Dutch,"Politics La Chaise, FranÃ§ois d'Aix de,",,
1.901E+13,"Een brief, van een kerkelijk persoon in de stad London, aan zijn vriendt op 't landt, vervattende zijne reedenen waarom des Konings declaratie van de vryheydt van conscientie niet behoordegelesen te worden","Halifax, George Savile, Marquis of",[t'Amsterdam],1688,Dutch,Politics Great Britain,,
1.901E+13,"Een ondersoek aangaande de maaten van onderwerpinge aan het opper-gesag als ook van de gronden waar op het geoorloofd ... om haar religie, leven en vryheden te defenderen. Uit het Engelsch vertaalt","Burnet, Gilbert",[n.p.],1688,Dutch,"Politics Government, Resistance to",,
9805,Eerste(-tweede) bericht van Pieter vanden Male [...] demonstrerende het onwedersprekelÄ_k recht vande [...] Staten Generaal [...] tot het inkomen van alle thienden in Vlaenderen,Pieter van den Male,"\'sGravenhage, ",1688,Dutch,"History (Netherlands) , Period documents , Economics",,
HAG4TJN6,Histoire des Indes Orientales.,"Rennefort, Urbain Souchu de",,1688,Dutch,Economics,,
1.901E+13,Memorie van de Engelsche Protestanten aan haare Hoogheden den Prince en Princesse van Orangie,"Wildman, John, Sir",[n.p.],1688,Dutch,Politics Great Britain,,
BUH5IV9Q,Methode des regles du change.: Part 1.,"L'Espine, Jacques Le Moine de",,1688,Dutch,Economics,,
UPGB6SQN,Naauw-kuurig verhaal van den opgank der Franse Oost-Indise compagnie tot haar einde toe.,"Rennefort, Urbain Souchu de",,1688,Dutch,Economics,,
1.901E+13,"Omstandig beright uyt London, dato den 30 November",undefined,Rotterdam,1688,Dutch,Politics Great Britain,,
1.901E+13,"Parlementum pacificum of het vreedzaame Parlement, Uytgegeven met permissie van de grave van zunderlant","Northleigh, John",Na de copie gedrukt by M. Turner,1688,Dutch,Politics James,,
1.901E+13,Wilhelmus Hendricus sal Koninck in Engelandt werden. In cyffer-getallen uytgerekent door een liefhebber in't jaer 1681,undefined,[n.p.],1688,Dutch,Politics Great Britain,,
8482T2GE,Wissel-styl tot Amsterdam.,,,1688,Dutch,Economics,,
N99K63VX,"AdvÄ_s van den directeur generaal Anthonio Hurdt, over de zake van de extraordinaire ambassade lasten by den ambassadeur Paets in sÄ_ne rekeningen ofte boekjens opgebragt","Hurdt, Anthony",,1689,Dutch,Economics,,
1.901E+13,Advysen uyt Engelant. Dat: 28 December 1688: 25 January 1689,"William III, King of England",['s Gravenhage],1689,Dutch,Politics Great Britain,,
1.901E+13,Copia van 't octroy door de hoogh mog. heeren Staten Generael ... gegeven aen Jan Reeps ... om eem colonie op te rechten aen de Westzde van Rio de las Amasones,NULL,s'Gravenhage,1689,Dutch,Colonies Brazil,,
1.901E+13,"De Engelsche Marsch; versien met allerlei soorten van nieuwe onvergelijkelijke verrekykers, en Brillen. Vertronende den tegenwoordigen staat van alle koningrijken en landen van Europa",undefined,Amsterdam,1689,Dutch,Politics Europe,,
1.901E+13,"De groote bastaard beschermer van den kleine, enz. Vit het Engels vertaald",undefined,[n.p.],1689,Dutch,Politics Louis,,
1.901E+13,"Een net extract uyt voorname Engelse brieven van den eersten en 4 february 1689, geschreven uyt Londen nevens de missive van ... den heere Prince van Orange aen de ... Lords vergadert tot Westmunster, als mede een addres van de ... heeren op de tegenwoordige conventie vergadert ... en sijn hoogheyts antwoort op het selve",undefined,[Na de copy tot Rotterdam],1689,Dutch,Politics Great Britain,,
1.901E+13,"Een volkomen antwoort op de depositien, en alle de andere pretensien en argumenten, hoedanig sy ook zyn, wegens de geboorte van den Prins van Walles ... Uyt het engelsch vertaalt, en na de originele copy van Londen gedruckt",undefined,Amsterdam,1689,Dutch,"Politics James,",,
1.901E+13,"Extraordinare Post-Tydingen uyt London den 5 January, 1689",undefined,t'Amsterdam,1689,Dutch,Politics Great Britain,,
1.901E+13,"Hollands ondergang by Vranckrijck vastgestelt en door desselfs Koningh Lodewyck de XIV. Door alle bedenckelijke middelen, sedert veertig jaren herwaerts, bevordert",undefined,t'Amsterdam,1689,Dutch,Commerce Netherlands,,
1.901E+13,"Lyste, van alle de namen en toenamen vande geestelijke ende wereltlijke ridders, borgers ende stedelingen, vryburgeren, ende de baronnen van de vyf Zee-havens: Die by een sijn vergadert inde groote beroepinge ende t'samenkomste van Engelant. Sullende aenvang nemen den 22 January 1688/1689",undefined,Na de copye van London,1689,Dutch,Politics England and Wales,,
9929,Memorie over het consulschap van Aleppo,NULL,[1689],1689,Dutch,"History (Asia) , History (Netherlands) , Period documents , Economics",,
9908,Missive uit R.... van monsr. P.C. aan mons. T.W. wegens het concept van\'t limiteren der prÄ_s van de Fransche brandewÄ_n &c,NULL,[1689],1689,Dutch,"Economics , History (Netherlands) , Period documents , History (France)",,
1.901E+13,"Missive uyt Engelandt. Geschreven den 11 Ianuary, 1689","Citters, Arnout van",['sGraven-hage],1689,Dutch,Politics Great Britain,,
1.901E+13,Missive van sijn Koninghlijcke Majesteyt van Engelandt. Geschreven den 23 February 1689,"William III, King of England",[s'Graven-hage],1689,Dutch,Politics Great Britain,,
1.901E+13,"Missiven uyt Engelandt; geschreven den 14, 18 en 21 Ianuary, 1689","Citters, Arnout van",['s Graven-hage],1689,Dutch,Politics Great Britain,,
HEN9XV3U,"Voorstel om door een bepalinge van de prÄ_s der Fransse brandewÄ_nen, of het versenden van de selve naer buyten, de inkomsten van den koning van Vrankryk te besnoeyen",,,1689,Dutch,Economics,,
1.901E+13,"'t geheym van 't Engelsche Hof, geduurende de regeeringen van Koning Carel de II en Koning Jacobus de II. Zynde een naaukeurige historie en beschryvinge van de secreete practiycquen, tot voortzettinge van haare deffeynen, gepleegd",undefined,[n.p.] gedurkt by Jeremias Klaasz,1690,Dutch,Politics Great Britain,,
ZMAHNWHZ,"Lyste vande persoonen gecontribueert hebbende inde compagnie van lyff-renten op-genomen by de heeren communemeesters, schepenen, ende raedt van Mechelen",,,1690,Dutch,Economics,,
1.901E+13,Medalische historie der republyk van Holland,"Bizot, Pierre",Amsterdam,1690,Dutch,Finance Medals,,
58AZM8U4,Methode des regles du change.: Part 3.,"L'Espine, Jacques Le Moine de",,1690,Dutch,Economics,,
10206,"Middelen tot onfeylbare weeringe van de gepleegde sluykeryen en den verbooden invoer der France wynen, brandewynen en andere waaren.",Christopher Indise-Raven (1691-1703 fl.),[1690],1690,Dutch,"History (Netherlands) , Period documents , Economics",,
10121,"Nadere consideratie, (op de aangetoge middelen, overgegeven aan haar hoog. mog. de heeren Staten Generaal, tot onfeylbare weeringe van de sluykeryen en den verboden invoer der France [...] waaren en gewassen).",Christopher Indise-Raven (1691-1703 fl.),[1690],1690,Dutch,"History (Netherlands) , Period documents , Economics",,
1.901E+13,"Nouvelles uyt Londen, raeckende het gepasseerde in Yrlandt, voor Limmerick. Londen den 5 September, 1690",undefined,['sGraven-Hage],1690,Dutch,Politics Ireland,,
GVM85E2T,Remarques op seker voorstel of ontwerp van den advocaet Muys van Holy nopende het redres van 't quohier van de 200ste. penning,,,1690,Dutch,Economics,,
J45HPRJU,Table de reduction dela monnoye courrante en celle de banque.,"L'Espine, Jacques Le Moine de",,1690,Dutch,Economics,,
GH59JAMD,[Rekest om te onderzoeken waarom het vonnis over de zwendelaars met brandewÄ_nen niet is uitgevoerd,,,1691,Dutch,Economics,,
H2GZI4FV,"Compromis, en opgevolghde uytspraken; van J. Brouwer, en Adriaen Crillaert, als verkoren arbiters, over de verschillen tusschen Dirck van Leeuwen, en Jacobus Mekern, pachters van gemeene-lants middelen binnen Gorinchem",,,1691,Dutch,Economics,,
J4I3HEE4,Consideratie op de middelen tot voordeel van den staat.,"Indise-Raven, Christopher",,1691,Dutch,Economics,,
1.901E+13,"Uytrekening van de goude en silvere munts waardye, inhout der maten en swaarte der gewigten, in de respective gewesten van IndiÃ«n",undefined,Middelburg,1691,Dutch,Finance Money,,
1.901E+13,"Verhael der schrikkelyke conspiratie, onlangs aangelegd om hare tegenwoordige Majesteyten, Koning William en koninginne Maria van den throon te lichten. Door een edelman die by hunne te rechtstelling is present geweest. Uyt het Engelsch vertaald",Edelman die by hunne te rechtstellingh is present geweest,Amsterdam,1691,Dutch,"Politics Preston, Richard Graham,",,
1.901E+13,"Verhael van 't gene datter gepasseert is in het proces van d'Heer Johan Ashton, den welke van de misdaet van hoogh verraet, als mede geconspireert hebbende om haere majesteyten den Koningh William en Koninginne Maria om te brengen en te verstoten, over tuygt en veroordeelt is","Ashton, John",['s Gravenhage],1691,Dutch,"Politics Ashton, John,",,
KWGHKMQI,"Voorstel van seker faciel middel, waer door men, in tÄ_den van nood een gelÄ_kmatige schatting, over de ingesetenen, naer proportie van iders capitael, soude kunnen omslaen.","Holy, Nicolaas Muys van",,1691,Dutch,Economics,,
10541,Antwoord van m,Nicolaas Muys van Holy (ca1654-1717),"Amsterdam, P. Rotterdam ",1692,Dutch,"History (Netherlands) , Economics , Period documents",,
1.901E+13,"De proceduuren, gehouden in 't Hogerhuis tusschen de Hertog en de Hartogin [sic] van Norfolk ... beneffens de depositien die van wederzyde gexamineerd zyn Ui c het Engels vertaalt","Norfolk, Henry Howard, Duke of",Rotterdam,1692,Dutch,"Miscellaneous Norfolk, Henry Howard,",,
10542,"Eenvoudige consideratien op de Antwoort van d\'heer Muys van Holy, op eenige genaemde Remarques &c",NULL,(,1692,Dutch,"History (Netherlands) , Economics , Period documents",,
1.901E+13,Extract uyt de Resolutie van het register de resolutien van de Hoogh Mog. Heeren Staten Generael der Vereenighde Nederlanden. Mercuri den 30. Julii 1692,NULL,'s Gravenhage,1692,Dutch,Commerce Netherlands,,
1.901E+13,Extract uyt het register der resolutien van de Hoogh Mog. Heeren Staten Generael der vereenighde Nederlanden. Veneris den 5. December 1692,NULL,[n.p.],1692,Dutch,Commerce Netherlands,,
1.901E+13,Placaet,NULL,'sGravenhage,1692,Dutch,Commerce Netherlands,,
1.901E+13,"Waerachtigh verhael, vande grouwelijcke conspiratie tegen het leven van syne Majesteyt Wilhem de III ... Beschermer des geloofs. Getrocken uyt de informatien, geintercipieerde brieven, ende andere authentique stucken ende bescheyden. Mitsgaders: vande ontdeckinge, proceduyren, sententie, ende, executie daer op gevolght",undefined,'sGraven-hage,1692,Dutch,Politics William,,
JD22GCMD,"Copye. Tol-rolle in den Orizond, voor d'onderdanen der Geunieerde Nederlandsche provincien",,,1693,Dutch,Economics,,
2MXD8QVN,"Een nieuw specie-boeck, vervattende de uytrekening van de verminderde schellingen tegens vyf stuyvers agt penningen",,,1693,Dutch,Economics,,
5TN6XQPV,"Laetste extracte ende ordonnantie, van het groote ende kleyne binnenlandts-vaarders-gildt",,,1693,Dutch,Economics,,
10600,"Remonstrantie en middelen, tot redres van de vervalle munten der Vereenigde Nederlanden: overgegeven aan [...] de heeren Staten Generael.",Christopher Indise-Raven (1691-1703 fl.),em,1693,Dutch,"History (Netherlands) , Economics , Period documents",,
HNXX6DG8,"Tractaet van avaryen, dat is: Gemeene contributie van de koopmanschappen en goederen in den schepe bevonden.","Weytsen, Quintyn",,1693,Dutch,Economics,,
WC5JF6T3,Zee-rechten,,,1693,Dutch,Economics,,
1.901E+13,Conditien volgens welke een millioen ponden sterlings by maniere van een lotery opgenomen,"Neale, Thomas",Uyt het Engelsch vertaald t'Amsterdam by de weduwe van Steven Swart,1694,Dutch,Finance Lotteries,,
H29SZWZZ,De mercatura oratiuncula scholastica.,"Belle, Josua van",,1694,Dutch,Economics,,
1.901E+13,"De prysen uyt de millioen lotery na 40000 livre sterlings jaerliks, voor 16 Jaren, getrocken tot Londen in Guildhall op maandag den 18 October 1694",undefined,Amsterdam,1694,Dutch,Finance Lotteries,,
1.901E+13,"Den koophandel van Amsterdam. Os verhandeling van des zelfs wissel-bank, wissel-handel, van de oost en West-Indische Maatschappyen","Le Moine de L'Espine, Jacques",Amsterdam,1694,Dutch,Commerce Amsterdam (Netherlands),,
E8XCEX94,"Extract van de conditien, waar op de nieuwe bank in Engeland, volgens acte des Parlements, om daar uyt de lyfrenten, die op het leeven van een , twee, en drie persoonen genegotieerd staan te werden, te betaalen, is gestabileerd.",,,1694,Dutch,Economics,,
XCBTRNZJ,"Le negoce d'Amsterdam, ou traitÃ© de sa banque.","L'Espine, Jacques Le Moine de",,1694,Dutch,Economics,,
1.901E+13,Aen sijne Brittanische Majesteyt Koninck William de III. op het ontydig afsterven van desselfs alderdoorlugtigste gemalinne de Konigin Maria van onstersfelijcke gedagtenis,"Droste, Coenraet",s'Gravenhage,1695,Dutch,Miscellaneous Mary,,
1.901E+13,"Aenmerckingen ende bedenckingen over de zee-rechten, uyt het placcaet van koninck Philips uytgegeven den lesten Octobris 1563. Alwaer der selver billickheyt uyt den gront van keyserlicke rechten, en krachtige beweeghreden bevestight, met andere zeerechten over een gebracht, haer verschil aengewesen, en daer beneffens op verscheyden quaestien en voorvallen den koophandel en scheep-vaert aengaende, geantwoort wordt. Den kooplieden en schipperen niet alleen, maer allen liefhebberen rechts-geleertheydt seer dienstelick en profijtelick. In't licht uytgegeven, door Taco van Glins","Glins, Taco van",t'Amsterdam,1695,Dutch,Commerce Maritime law,,
GBRQTCJR,"Den wissel universeel, ofte Den cours ende wissel-handelingh van alle de steden van Europa.","Court, Peeter La",,1695,Dutch,Economics,,
1.901E+13,"Het rou-dragende Zion, in 't groote Klaeg-huys, om dat deser dagen een Vorstinne is gevallen in Israel, Maria Stuart II ... Koninginne over Engeland, Schotland, Vrankrijk, ende Yrland ... Den 7. Januarij, 1695. Voorgesteld in een lyk-rede. Den tweeden druk, met eenige verssen vermeerdert van den auteur","Hooebeek, Andreas",Dordregt,1695,Dutch,Miscellaneous Mary,,
1.901E+13,"Klagten uitgeboesemt over de dood van Maria Stuard, Koninginne van Engeland, Schotland, Vrankryk en Ierland ... voorgevallen den 28. van Wintermaand 's jaars 1694","Smout, Dirk",[n.p.],1695,Dutch,Miscellaneous Mary,,
1.901E+13,Rouw-en Treurtooneel ... door de beschreyelijcke doot vande doorluchtigste en grootmachtigste Vorstin Maria,"Surendonck, Andreas",'s Gravenhage,1695,Dutch,Miscellaneous Mary,,
