Subject, Count,Agriculture,Colonies,Commerce,Fifteenth Century,finance,general,Miscellaneous,politics,Trades and Manufactures ,social conditions,transport
Social Conditions Dawson| Richard,1,,,,,,,,,,,
Social Conditions Debt,1,,,,,,,,,,,
Social Conditions Debt relief,6,,,,,,,,,,,
Social Conditions Debtor and creditor,5,,,,,,,,,,,
Social Conditions Debts| Public,2,,,,,,,,,,,
Social Conditions Debt| Imprisonment for,25,,,,,,,,,,,
Social Conditions Disaster relief,1,,,,,,,,,,,
Social Conditions Disorderly conduct,1,,,,,,,,,,,
Social Conditions Dispensaries,1,,,,,,,,,,,
Social Conditions Dissenters| Religious,4,,,,,,,,,,,
Social Conditions Dueling,3,,,,,,,,,,,
Social Conditions Dundass| George,1,,,,,,,,,,,
Social Conditions Dunes| Battle of the| France| 1658,1,,,,,,,,,,,
Social Conditions Ecclesiastical courts,1,,,,,,,,,,,
Social Conditions Education,6,,,,,,,,,,,
Social Conditions Endowments,1,,,,,,,,,,,
Social Conditions England,2,,,,,,,,,,,
Social Conditions England and Wales,11,,,,,,,,,,,
Social Conditions Fasts and feasts,4,,,,,,,,,,,
Social Conditions Finance| Personal,1,,,,,,,,,,,
Social Conditions Fire extinction,1,,,,,,,,,,,
Social Conditions Fire prevention,4,,,,,,,,,,,
Social Conditions Firecrackers,1,,,,,,,,,,,
Social Conditions Fires,3,,,,,,,,,,,
Social Conditions Firmin| Thomas,1,,,,,,,,,,,
Social Conditions Fisheries,1,,,,,,,,,,,
Social Conditions Fleet Prison (London| England),1,,,,,,,,,,,
Social Conditions Fraudulent conveyances,1,,,,,,,,,,,
Social Conditions Friendly Society for Widows (London| England),1,,,,,,,,,,,
Social Conditions Fuelwood cutting,1,,,,,,,,,,,
Social Conditions Game laws,1,,,,,,,,,,,
Social Conditions Gerrard| John,1,,,,,,,,,,,
Social Conditions Gifford| Morrice,1,,,,,,,,,,,
Social Conditions Government| Resistance to,2,,,,,,,,,,,
Social Conditions Governors for the Poor (London| England),4,,,,,,,,,,,
Social Conditions Governors of Queen Anne's Bounty (Great Britain),2,,,,,,,,,,,
Social Conditions Gravesend (Kent| England),1,,,,,,,,,,,
Social Conditions Great Britain,39,,,,,,,,,,,
Social Conditions Grey-Coat Hospital (London| England),1,,,,,,,,,,,
Social Conditions Hartlib| Samuel,1,,,,,,,,,,,
Social Conditions Holidays,1,,,,,,,,,,,
Social Conditions Home economics,2,,,,,,,,,,,
Social Conditions Hospitals,3,,,,,,,,,,,
Social Conditions Hospitals| Naval and marine,1,,,,,,,,,,,
Social Conditions Hotels,2,,,,,,,,,,,
Social Conditions Housing,1,,,,,,,,,,,
Social Conditions Huguenots,2,,,,,,,,,,,
Social Conditions Impressment,2,,,,,,,,,,,
Social Conditions Jacobites,1,,,,,,,,,,,
Social Conditions James,2,,,,,,,,,,,
Social Conditions Jermyn| Stephen,1,,,,,,,,,,,
Social Conditions Jesuits,5,,,,,,,,,,,
Social Conditions Jews,3,,,,,,,,,,,
Social Conditions Justices of the peace,5,,,,,,,,,,,
Social Conditions Justice| Administration of,6,,,,,,,,,,,
Social Conditions Kinner| Cyprian,1,,,,,,,,,,,
Social Conditions La Chapelle| Armand Boisbeleau de,1,,,,,,,,,,,
Social Conditions Learning and scholarship,1,,,,,,,,,,,
Social Conditions Legal ethics,1,,,,,,,,,,,
Social Conditions Lent,1,,,,,,,,,,,
Social Conditions Letters of credit,1,,,,,,,,,,,
Social Conditions Levellers,1,,,,,,,,,,,
Social Conditions Licenses,1,,,,,,,,,,,
Social Conditions Lilburne| John,1,,,,,,,,,,,
Social Conditions Liquor industry,1,,,,,,,,,,,
Social Conditions Local government,1,,,,,,,,,,,
Social Conditions London (England),6,,,,,,,,,,,
Social Conditions London Region (England),1,,,,,,,,,,,
Social Conditions London Work-house,3,,,,,,,,,,,
Social Conditions Lotteries,1,,,,,,,,,,,
Social Conditions Luxuries,1,,,,,,,,,,,
Social Conditions Markets,1,,,,,,,,,,,
Social Conditions Marriage,1,,,,,,,,,,,
Social Conditions Master and servant,1,,,,,,,,,,,
Social Conditions Meat industry and trade,4,,,,,,,,,,,
Social Conditions Medicine,2,,,,,,,,,,,
Social Conditions Mental retardation,1,,,,,,,,,,,
Social Conditions Merret| Christopher,2,,,,,,,,,,,
Social Conditions Messenger| Peter,1,,,,,,,,,,,
Social Conditions Military discipline,1,,,,,,,,,,,
Social Conditions Money,1,,,,,,,,,,,
Social Conditions Morocco,1,,,,,,,,,,,
Social Conditions Naturalization,5,,,,,,,,,,,
Social Conditions Naval discipline,1,,,,,,,,,,,
Social Conditions Newey| Charles,1,,,,,,,,,,,
Social Conditions Nobility,1,,,,,,,,,,,
Social Conditions Northampton (England),1,,,,,,,,,,,
Social Conditions Nuisances,2,,,,,,,,,,,
Social Conditions Occupational diseases,1,,,,,,,,,,,
Social Conditions Orphanages,1,,,,,,,,,,,
Social Conditions Orphans,1,,,,,,,,,,,
Social Conditions Orphans-Fund (London| England),1,,,,,,,,,,,
Social Conditions Pageants,1,,,,,,,,,,,
Social Conditions Palatines,3,,,,,,,,,,,
Social Conditions Pawnbroking,1,,,,,,,,,,,
Social Conditions Pemberton| James,2,,,,,,,,,,,
Social Conditions Penal laws (against nonconformists),3,,,,,,,,,,,
Social Conditions Perkins| Edmund,1,,,,,,,,,,,
Social Conditions Perkins| Elizabeth,2,,,,,,,,,,,
Social Conditions Petition| Right of,1,,,,,,,,,,,
Social Conditions Pharmacists,2,,,,,,,,,,,
Social Conditions Pickpockets,1,,,,,,,,,,,
Social Conditions Pilkington| Thomas,1,,,,,,,,,,,
Social Conditions Pillage,1,,,,,,,,,,,
Social Conditions Plague,11,,,,,,,,,,,
Social Conditions Police,1,,,,,,,,,,,
Social Conditions Political science,1,,,,,,,,,,,
Social Conditions Poor,23,,,,,,,,,,,
Social Conditions Poor laws,21,,,,,,,,,,,
Social Conditions Popish Plot| 1678,4,,,,,,,,,,,
Social Conditions Postal service,3,,,,,,,,,,,
Social Conditions Postmasters,1,,,,,,,,,,,
Social Conditions Poverty (Virtue),1,,,,,,,,,,,
Social Conditions Powell| John,1,,,,,,,,,,,
Social Conditions Price regulation,1,,,,,,,,,,,
Social Conditions Prisoners,2,,,,,,,,,,,
Social Conditions Prisons,1,,,,,,,,,,,
Social Conditions Protestants,1,,,,,,,,,,,
Social Conditions Public service employment,1,,,,,,,,,,,
Social Conditions Public welfare,9,,,,,,,,,,,
Social Conditions Public welfare administration,1,,,,,,,,,,,
Social Conditions Readers (Primary),1,,,,,,,,,,,
Social Conditions Recipes,4,,,,,,,,,,,
Social Conditions Reformation,1,,,,,,,,,,,
Social Conditions Religious refugees,1,,,,,,,,,,,
Social Conditions Rental housing,1,,,,,,,,,,,
Social Conditions Respect for persons,1,,,,,,,,,,,
Social Conditions Riot control,2,,,,,,,,,,,
Social Conditions Riots,3,,,,,,,,,,,
Social Conditions Robbery,4,,,,,,,,,,,
Social Conditions Rogues and vagabonds,1,,,,,,,,,,,
Social Conditions Royal College of Physicians of London,1,,,,,,,,,,,
Social Conditions Royal Hospital for Seamen at Greenwich,1,,,,,,,,,,,
Social Conditions Royalists,1,,,,,,,,,,,
Social Conditions Sailors,5,,,,,,,,,,,
Social Conditions Saint Germain,1,,,,,,,,,,,
Social Conditions Sale of public office,1,,,,,,,,,,,
Social Conditions Sand and gravel industry,1,,,,,,,,,,,
Social Conditions Scurvy,1,,,,,,,,,,,
Social Conditions Second Society of Assurance of Widows and Orphans,1,,,,,,,,,,,
Social Conditions Seminarians,1,,,,,,,,,,,
Social Conditions Sermons| English,2,,,,,,,,,,,
Social Conditions Sewerage,1,,,,,,,,,,,
Social Conditions Sheriffs,1,,,,,,,,,,,
Social Conditions Ships,1,,,,,,,,,,,
Social Conditions Sion College,1,,,,,,,,,,,
Social Conditions Snow,1,,,,,,,,,,,
Social Conditions Society in Scotland for Propagating Christian Knowledge,1,,,,,,,,,,,
Social Conditions Soldiers,3,,,,,,,,,,,
Social Conditions Spain,1,,,,,,,,,,,
Social Conditions Spanish Succession| War of| 1701-1714,1,,,,,,,,,,,
Social Conditions St. Bartholomew's Hospital (London| England),1,,,,,,,,,,,
Social Conditions Street cleaning,2,,,,,,,,,,,
Social Conditions Sumptuary laws,1,,,,,,,,,,,
Social Conditions Sunday legislation,3,,,,,,,,,,,
Social Conditions Survivors' benefits,1,,,,,,,,,,,
Social Conditions Swindlers and swindling,1,,,,,,,,,,,
Social Conditions Taxation,3,,,,,,,,,,,
Social Conditions Terms of court,2,,,,,,,,,,,
Social Conditions Theater audiences,1,,,,,,,,,,,
Social Conditions Thieves,2,,,,,,,,,,,
Social Conditions Tithes,1,,,,,,,,,,,
Social Conditions Tobacco habit,1,,,,,,,,,,,
Social Conditions Urban policy,1,,,,,,,,,,,
Social Conditions Veterans,3,,,,,,,,,,,
Social Conditions Veterans| Disabled,1,,,,,,,,,,,
Social Conditions Vocational education,1,,,,,,,,,,,
Social Conditions Vocational guidance,1,,,,,,,,,,,
Social Conditions Wages,1,,,,,,,,,,,
Social Conditions Water-supply,2,,,,,,,,,,,
Social Conditions Waterman and Lightermen of the River Thames (Guild),1,,,,,,,,,,,
Social Conditions Wealth| Ethics of,1,,,,,,,,,,,
Social Conditions Westminster (London| England),1,,,,,,,,,,,
Social Conditions Whinnell| James,1,,,,,,,,,,,
Social Conditions Wilmer| John,1,,,,,,,,,,,
Social Conditions Winchcombe| John,1,,,,,,,,,,,
Social Conditions Wine and wine making,1,,,,,,,,,,,
Social Conditions Women domestics,1,,,,,,,,,,,
Social Conditions Woofe| Abraham,1,,,,,,,,,,,
Social Conditions Wool industry,1,,,,,,,,,,,
Social Conditions Work ethic,1,,,,,,,,,,,
Social Conditions Workhouses,1,,,,,,,,,,,
Social Conditions Writ of debt,1,,,,,,,,,,,
Trade-unions,1,,,,,,,,,,,
Trades and Manufactures,2,,,,,,,,,,,
Trades and Manufactures  Coinage,1,,,,,,,,,,,
Trades and Manufactures Almshouses,1,,,,,,,,,,,
Trades and Manufactures Apprentices,1,,,,,,,,,,,
Trades and Manufactures Army-Navy stores,1,,,,,,,,,,,
Trades and Manufactures Asgill| John,1,,,,,,,,,,,
Trades and Manufactures Atkins| Edward,1,,,,,,,,,,,
Trades and Manufactures Bedle| Nathaniel,1,,,,,,,,,,,
Trades and Manufactures Berkshire (England),1,,,,,,,,,,,
Trades and Manufactures Beverages,1,,,,,,,,,,,
Trades and Manufactures Brass industry and trade,1,,,,,,,,,,,
Trades and Manufactures Brewing,1,,,,,,,,,,,
Trades and Manufactures Bricklaying,1,,,,,,,,,,,
Trades and Manufactures Building,5,,,,,,,,,,,
Trades and Manufactures Building laws,3,,,,,,,,,,,
Trades and Manufactures Building permits,1,,,,,,,,,,,
Trades and Manufactures Business,1,,,,,,,,,,,
Trades and Manufactures Button industry,4,,,,,,,,,,,
Trades and Manufactures Calico-printing,2,,,,,,,,,,,
Trades and Manufactures Candlemaking,1,,,,,,,,,,,
Trades and Manufactures Carpentry,1,,,,,,,,,,,
Trades and Manufactures Case of the woollen and silk manufactures in Great-Britain,1,,,,,,,,,,,
Trades and Manufactures Charity-schools,1,,,,,,,,,,,
Trades and Manufactures Cities and towns,1,,,,,,,,,,,
Trades and Manufactures City of London (England),1,,,,,,,,,,,
Trades and Manufactures City planning,1,,,,,,,,,,,
Trades and Manufactures Clock and watch making,5,,,,,,,,,,,
Trades and Manufactures Clothing trade,3,,,,,,,,,,,
Trades and Manufactures Clothworkers' Company (London| England),1,,,,,,,,,,,
Trades and Manufactures Coal,1,,,,,,,,,,,
Trades and Manufactures Company of Distillers of London,1,,,,,,,,,,,
Trades and Manufactures Company of Innholders (London| England),1,,,,,,,,,,,
Trades and Manufactures Company of Merchant Adventurers of England,1,,,,,,,,,,,
Trades and Manufactures Comprehension,1,,,,,,,,,,,
Trades and Manufactures Constables,2,,,,,,,,,,,
Trades and Manufactures Copper industry and trade,2,,,,,,,,,,,
Trades and Manufactures Cordage industry,1,,,,,,,,,,,
Trades and Manufactures Corporation of Butchers in Edinburgh,1,,,,,,,,,,,
Trades and Manufactures Corporation of Shipwrights of England (London| England),1,,,,,,,,,,,
Trades and Manufactures Crown lands,1,,,,,,,,,,,
Trades and Manufactures Defoe| Daniel,3,,,,,,,,,,,
Trades and Manufactures Distillation,3,,,,,,,,,,,
Trades and Manufactures Distilleries,1,,,,,,,,,,,
Trades and Manufactures Dye industry,1,,,,,,,,,,,
Trades and Manufactures Dyes and dyeing,3,,,,,,,,,,,
Trades and Manufactures Economic development,1,,,,,,,,,,,
Trades and Manufactures Encyclopedias and dictionaries,1,,,,,,,,,,,
Trades and Manufactures England and Wales,3,,,,,,,,,,,
Trades and Manufactures Flax industry,1,,,,,,,,,,,
Trades and Manufactures Forms (Law),1,,,,,,,,,,,
Trades and Manufactures Glass manufacture,3,,,,,,,,,,,
Trades and Manufactures Gold,2,,,,,,,,,,,
Trades and Manufactures Goldwork,1,,,,,,,,,,,
Trades and Manufactures Great Britain,7,,,,,,,,,,,
Trades and Manufactures Guilds,1,,,,,,,,,,,
Trades and Manufactures Gunpowder,1,,,,,,,,,,,
Trades and Manufactures Haines| Richard,1,,,,,,,,,,,
Trades and Manufactures Hemp industry,1,,,,,,,,,,,
Trades and Manufactures Heraldry,1,,,,,,,,,,,
Trades and Manufactures House construction,1,,,,,,,,,,,
Trades and Manufactures Hutchinson| John,4,,,,,,,,,,,
Trades and Manufactures Hydraulic engineering,2,,,,,,,,,,,
Trades and Manufactures Industrial arts,4,,,,,,,,,,,
Trades and Manufactures Inventions,1,,,,,,,,,,,
Trades and Manufactures Iron industry and trade,3,,,,,,,,,,,
Trades and Manufactures Joinery,1,,,,,,,,,,,
Trades and Manufactures Justice| Administration of,1,,,,,,,,,,,
Trades and Manufactures Lamps,1,,,,,,,,,,,
Trades and Manufactures Law| John,1,,,,,,,,,,,
Trades and Manufactures Leather industry and trade,1,,,,,,,,,,,
Trades and Manufactures Linen industry,7,,,,,,,,,,,
Trades and Manufactures Liquors,1,,,,,,,,,,,
Trades and Manufactures London (England),1,,,,,,,,,,,
Trades and Manufactures Malt industry,1,,,,,,,,,,,
Trades and Manufactures Mechanical engineering,1,,,,,,,,,,,
Trades and Manufactures Merchant,1,,,,,,,,,,,
Trades and Manufactures Mind and body,1,,,,,,,,,,,
Trades and Manufactures Mirrors,1,,,,,,,,,,,
Trades and Manufactures Naval architecture,1,,,,,,,,,,,
Trades and Manufactures Oil industries,1,,,,,,,,,,,
Trades and Manufactures Oilseed plants,1,,,,,,,,,,,
Trades and Manufactures Opium poppy,1,,,,,,,,,,,
Trades and Manufactures Painting,1,,,,,,,,,,,
Trades and Manufactures Paper industry,1,,,,,,,,,,,
Trades and Manufactures Pawnbroking,1,,,,,,,,,,,
Trades and Manufactures Peddlers and peddling,1,,,,,,,,,,,
Trades and Manufactures Pewter,1,,,,,,,,,,,
Trades and Manufactures Pharmacists,1,,,,,,,,,,,
Trades and Manufactures Pitch,1,,,,,,,,,,,
Trades and Manufactures Plumbers,1,,,,,,,,,,,
Trades and Manufactures Poor,1,,,,,,,,,,,
Trades and Manufactures Printing,1,,,,,,,,,,,
Trades and Manufactures Pumping machinery,1,,,,,,,,,,,
Trades and Manufactures Quiltmakers,1,,,,,,,,,,,
Trades and Manufactures Reasons for reviving and continuing the Act for the Regulation of Printing,1,,,,,,,,,,,
Trades and Manufactures Recipes,1,,,,,,,,,,,
Trades and Manufactures Rendering apparatus,1,,,,,,,,,,,
Trades and Manufactures Royal College of Physicians of London,1,,,,,,,,,,,
Trades and Manufactures Royal Lustring Company (London| England),2,,,,,,,,,,,
Trades and Manufactures Sail-Cloth Manufactory (Edinburgh| Lothian),1,,,,,,,,,,,
Trades and Manufactures Salt,3,,,,,,,,,,,
Trades and Manufactures Salt industry and trade,3,,,,,,,,,,,
Trades and Manufactures Saltpeter,1,,,,,,,,,,,
Trades and Manufactures Science,1,,,,,,,,,,,
Trades and Manufactures Sea-water| Distillation of,2,,,,,,,,,,,
Trades and Manufactures Sheet-lead,1,,,,,,,,,,,
Trades and Manufactures Shipbuilding,2,,,,,,,,,,,
Trades and Manufactures Shipbuilding industry,1,,,,,,,,,,,
Trades and Manufactures Shoe industry,1,,,,,,,,,,,
Trades and Manufactures Short view of the business between the clothier and stapler,1,,,,,,,,,,,
Trades and Manufactures Silk industry,3,,,,,,,,,,,
Trades and Manufactures Silver industry,2,,,,,,,,,,,
Trades and Manufactures Slide-rule,1,,,,,,,,,,,
Trades and Manufactures Soap,2,,,,,,,,,,,
Trades and Manufactures Soap trade,3,,,,,,,,,,,
Trades and Manufactures Society of Apothecaries| London,1,,,,,,,,,,,
Trades and Manufactures St. Paul's Cathedral (London| England),2,,,,,,,,,,,
Trades and Manufactures Starch industry,2,,,,,,,,,,,
Trades and Manufactures Street lighting,1,,,,,,,,,,,
Trades and Manufactures Swift| Jonathan,2,,,,,,,,,,,
Trades and Manufactures Tailors,1,,,,,,,,,,,
Trades and Manufactures Tariff on paper,1,,,,,,,,,,,
Trades and Manufactures Tariff on textile fabrics,1,,,,,,,,,,,
Trades and Manufactures Taxation,1,,,,,,,,,,,
Trades and Manufactures Textile fabrics,1,,,,,,,,,,,
Trades and Manufactures Textile industry,11,,,,,,,,,,,
Trades and Manufactures Textile printing,2,,,,,,,,,,,
Trades and Manufactures Thread,1,,,,,,,,,,,
Trades and Manufactures Tin industry,1,,,,,,,,,,,
Trades and Manufactures Wages,1,,,,,,,,,,,
Trades and Manufactures Walker| Henry,1,,,,,,,,,,,
Trades and Manufactures Watermen's Company (London| England),1,,,,,,,,,,,
Trades and Manufactures Weavers,1,,,,,,,,,,,
Trades and Manufactures Weaving,1,,,,,,,,,,,
Trades and Manufactures Wharton| Polycarpus,1,,,,,,,,,,,
Trades and Manufactures Wine and wine making,1,,,,,,,,,,,
Trades and Manufactures Wire,2,,,,,,,,,,,
Trades and Manufactures Wool industry,35,,,,,,,,,,,
Trades and Manufactures Wool-carding,5,,,,,,,,,,,
Trades and Manufactures Woolen and worsted manufacture,1,,,,,,,,,,,
Trades and Manufactures Woolen and worsted weaving,1,,,,,,,,,,,
Trades and Manufactures Worshipful Company of Weavers (London| England),2,,,,,,,,,,,
Transport Avon River (Wiltshire-Hampshire| England),1,,,,,,,,,,,
Transport Beacons,1,,,,,,,,,,,
Transport Blunt| Thomas,1,,,,,,,,,,,
Transport Boswell| William,1,,,,,,,,,,,
Transport Cab and omnibus service,5,,,,,,,,,,,
Transport Canals,1,,,,,,,,,,,
Transport Carriages and carts,7,,,,,,,,,,,
Transport Carriers,2,,,,,,,,,,,
Transport Coach drivers,4,,,,,,,,,,,
Transport Coaching,1,,,,,,,,,,,
Transport Dams,1,,,,,,,,,,,
Transport Docks,1,,,,,,,,,,,
Transport Drainage,1,,,,,,,,,,,
Transport Dredging,1,,,,,,,,,,,
Transport Fielder| Richard,1,,,,,,,,,,,
Transport Ford| Edward,1,,,,,,,,,,,
Transport Freight and freightage,2,,,,,,,,,,,
Transport Great Britain,5,,,,,,,,,,,
Transport Harbors,2,,,,,,,,,,,
Transport Highway law,1,,,,,,,,,,,
Transport Inland navigation,4,,,,,,,,,,,
Transport Inland water transportation,1,,,,,,,,,,,
Transport Labor unions,1,,,,,,,,,,,
Transport Levees,4,,,,,,,,,,,
Transport Rivers,1,,,,,,,,,,,
Transport Roads,8,,,,,,,,,,,
Transport Shipment of goods,1,,,,,,,,,,,
Transport Shipping,2,,,,,,,,,,,
Transport Thames River (England),3,,,,,,,,,,,
Transport Toll roads,2,,,,,,,,,,,
Transport Transportation,2,,,,,,,,,,,
Transport Travel,1,,,,,,,,,,,
Transport Trent| River (England),1,,,,,,,,,,,
Transport Voyages and travels,1,,,,,,,,,,,
Transport Worshipful Company of Carmen of London,1,,,,,,,,,,,
